timestamp_utc,kind,nqubits,rqc_depth,seed,duration_s,device,target_peaking,success,error
2025-08-13T20:26:15.348628+00:00,peaked,16,52,2986709102,7.716833641999983,cuda,126.4736347471151,True,
2025-08-13T20:26:20.376646+00:00,hstab,26,0,711215614,4.762407485999574,CPU,,True,
2025-08-13T20:31:55.557531+00:00,peaked,38,19,24994447,153.3189532739998,cuda,3.483373150360102e+16,True,
2025-08-13T20:32:57.198542+00:00,hstab,100,0,176631453,61.35035427399998,CPU,,True,
2025-08-13T20:33:04.424231+00:00,peaked,16,52,1144246698,6.31803865800066,cuda,422.33008906012066,True,
2025-08-13T20:41:04.731059+00:00,peaked,38,19,834302394,143.33743141500054,cuda,3.483373150360102e+16,True,
